Agentura,Datum,Hodnota,Průměr,Strana,size
Kantar,2022-05-24,0.035,,KDU-ČSL,6
Median,2022-06-11,0.046,,KDU-ČSL,6
Median,2022-07-20,0.045,,KDU-ČSL,6
STEM,2022-08-07,0.034,,KDU-ČSL,6
Median,2022-08-16,0.035,,KDU-ČSL,6
Kantar,2022-08-24,0.04,,KDU-ČSL,6
STEM,2022-09-04,0.045,,KDU-ČSL,6
Median,2022-09-15,0.025,,KDU-ČSL,6
Kantar,2022-09-21,0.06,,KDU-ČSL,6
Median,2022-10-16,0.06,,KDU-ČSL,6
Kantar,2022-10-26,0.035,,KDU-ČSL,6
STEM,2022-12-02,0.049,,KDU-ČSL,6
Kantar,2023-02-22,0.04,,KDU-ČSL,6
Median,2023-02-23,0.035,,KDU-ČSL,6
Median,2023-03-18,0.04,,KDU-ČSL,6
Kantar,2023-03-28,0.03,,KDU-ČSL,6
Median,2023-04-16,0.055,,KDU-ČSL,6
Kantar,2023-04-26,0.05,,KDU-ČSL,6
Median,2023-05-17,0.04,,KDU-ČSL,6
STEM,2023-05-23,0.034,,KDU-ČSL,6
Kantar,2023-05-24,0.04,,KDU-ČSL,6
Median,2023-06-21,0.02,,KDU-ČSL,6
Median,2023-07-20,0.04,,KDU-ČSL,6
STEM,2023-09-12,0.05,,KDU-ČSL,6
Median,2023-09-18,0.04,,KDU-ČSL,6
Kantar,2023-09-20,0.035,,KDU-ČSL,6
Median,2023-10-17,0.035,,KDU-ČSL,6
Kantar,2023-10-25,0.025,,KDU-ČSL,6
STEM,2023-11-08,0.035,,KDU-ČSL,6
Kantar,2023-11-22,0.02,,KDU-ČSL,6
volby+STEM,2021-10-09,0.027999999999999997,,Trikolóra,12
Kantar,2021-11-10,0.025,,Trikolóra,6
Kantar,2022-02-23,,,Trikolóra,6
Kantar,2022-03-23,0.02,,Trikolóra,6
Kantar,2022-04-18,,,Trikolóra,6
Median,2022-05-17,0.025,,Trikolóra,6
Kantar,2022-05-24,,,Trikolóra,6
Median,2022-06-11,0.016,,Trikolóra,6
Median,2022-07-20,0.025,,Trikolóra,6
STEM,2022-08-07,0.013999999999999999,,Trikolóra,6
Median,2022-08-16,0.02,,Trikolóra,6
Kantar,2022-08-24,,,Trikolóra,6
STEM,2022-09-04,,,Trikolóra,6
Median,2022-09-15,0.02,,Trikolóra,6
Kantar,2022-09-21,,,Trikolóra,6
Median,2022-10-16,0.015,,Trikolóra,6
Kantar,2022-10-26,0.02,,Trikolóra,6
STEM,2022-12-02,,,Trikolóra,6
Kantar,2023-02-22,,,Trikolóra,6
Median,2023-02-23,0.015,,Trikolóra,6
Median,2023-03-18,0.03,,Trikolóra,6
Kantar,2023-03-28,,,Trikolóra,6
Median,2023-04-16,0.015,,Trikolóra,6
Kantar,2023-04-26,,,Trikolóra,6
Median,2023-05-17,0.025,,Trikolóra,6
STEM,2023-05-23,0.013999999999999999,,Trikolóra,6
Kantar,2023-05-24,,,Trikolóra,6
Median,2023-06-21,0.025,,Trikolóra,6
Median,2023-07-20,,,Trikolóra,6
STEM,2023-09-12,0.011000000000000001,,Trikolóra,6
Median,2023-09-18,,,Trikolóra,6
Kantar,2023-09-20,,,Trikolóra,6
Median,2023-10-17,,,Trikolóra,6
Kantar,2023-10-25,,,Trikolóra,6
STEM,2023-11-08,0.012,,Trikolóra,6
Kantar,2023-11-22,0.02,,Trikolóra,6
volby+STEM,2021-10-09,0.013000000000000001,,Volný blok,12
Kantar,2021-11-10,,,Volný blok,6
Kantar,2022-02-23,,,Volný blok,6
Kantar,2022-03-23,,,Volný blok,6
Kantar,2022-04-18,,,Volný blok,6
Median,2022-05-17,,,Volný blok,6
Kantar,2022-05-24,,,Volný blok,6
Median,2022-06-11,,,Volný blok,6
Median,2022-07-20,,,Volný blok,6
STEM,2022-08-07,,,Volný blok,6
Median,2022-08-16,,,Volný blok,6
Kantar,2022-08-24,,,Volný blok,6
STEM,2022-09-04,,,Volný blok,6
Median,2022-09-15,,,Volný blok,6
Kantar,2022-09-21,,,Volný blok,6
Median,2022-10-16,,,Volný blok,6
Kantar,2022-10-26,,,Volný blok,6
STEM,2022-12-02,,,Volný blok,6
Kantar,2023-02-22,,,Volný blok,6
Median,2023-02-23,,,Volný blok,6
Median,2023-03-18,,,Volný blok,6
Kantar,2023-03-28,,,Volný blok,6
Median,2023-04-16,,,Volný blok,6
Kantar,2023-04-26,,,Volný blok,6
Median,2023-05-17,,,Volný blok,6
STEM,2023-05-23,,,Volný blok,6
Kantar,2023-05-24,,,Volný blok,6
Median,2023-06-21,,,Volný blok,6
Median,2023-07-20,,,Volný blok,6
STEM,2023-09-12,,,Volný blok,6
Median,2023-09-18,,,Volný blok,6
Kantar,2023-09-20,,,Volný blok,6
Median,2023-10-17,,,Volný blok,6
Kantar,2023-10-25,,,Volný blok,6
STEM,2023-11-08,,,Volný blok,6
Kantar,2023-11-22,,,Volný blok,6
volby+STEM,2021-10-09,0.01,,Zelení,12
Kantar,2021-11-10,,,Zelení,6
Kantar,2022-02-23,,,Zelení,6
Kantar,2022-03-23,,,Zelení,6
Kantar,2022-04-18,0.02,,Zelení,6
Median,2022-05-17,,,Zelení,6
Kantar,2022-05-24,0.02,,Zelení,6
Median,2022-06-11,0.018000000000000002,,Zelení,6
Median,2022-07-20,0.02,,Zelení,6
STEM,2022-08-07,0.025,,Zelení,6
Median,2022-08-16,0.02,,Zelení,6
Kantar,2022-08-24,,,Zelení,6
STEM,2022-09-04,,,Zelení,6
Median,2022-09-15,0.02,,Zelení,6
Kantar,2022-09-21,0.02,,Zelení,6
Median,2022-10-16,0.02,,Zelení,6
Kantar,2022-10-26,,,Zelení,6
STEM,2022-12-02,,,Zelení,6
Kantar,2023-02-22,,,Zelení,6
Median,2023-02-23,0.02,,Zelení,6
Median,2023-03-18,0.02,,Zelení,6
Kantar,2023-03-28,,,Zelení,6
Median,2023-04-16,0.02,,Zelení,6
Kantar,2023-04-26,0.02,,Zelení,6
Median,2023-05-17,,,Zelení,6
STEM,2023-05-23,0.023,,Zelení,6
Kantar,2023-05-24,0.02,,Zelení,6
Median,2023-06-21,0.025,,Zelení,6
Median,2023-07-20,0.015,,Zelení,6
STEM,2023-09-12,0.027000000000000003,,Zelení,6
Median,2023-09-18,0.02,,Zelení,6
Kantar,2023-09-20,0.02,,Zelení,6
Median,2023-10-17,0.015,,Zelení,6
Kantar,2023-10-25,,,Zelení,6
STEM,2023-11-08,0.016,,Zelení,6
Kantar,2023-11-22,0.03,,Zelení,6
volby+STEM,2021-10-09,,,Svobodní,12
Kantar,2021-11-10,,,Svobodní,6
Kantar,2022-02-23,,,Svobodní,6
Kantar,2022-03-23,,,Svobodní,6
Kantar,2022-04-18,,,Svobodní,6
Median,2022-05-17,,,Svobodní,6
Kantar,2022-05-24,,,Svobodní,6
Median,2022-06-11,,,Svobodní,6
Median,2022-07-20,,,Svobodní,6
STEM,2022-08-07,0.017,,Svobodní,6
Median,2022-08-16,,,Svobodní,6
Kantar,2022-08-24,0.02,,Svobodní,6
STEM,2022-09-04,,,Svobodní,6
Median,2022-09-15,,,Svobodní,6
Kantar,2022-09-21,,,Svobodní,6
Median,2022-10-16,,,Svobodní,6
Kantar,2022-10-26,,,Svobodní,6
STEM,2022-12-02,,,Svobodní,6
Kantar,2023-02-22,,,Svobodní,6
Median,2023-02-23,,,Svobodní,6
Median,2023-03-18,,,Svobodní,6
Kantar,2023-03-28,,,Svobodní,6
Median,2023-04-16,,,Svobodní,6
Kantar,2023-04-26,,,Svobodní,6
Median,2023-05-17,,,Svobodní,6
STEM,2023-05-23,0.022000000000000002,,Svobodní,6
Kantar,2023-05-24,,,Svobodní,6
Median,2023-06-21,,,Svobodní,6
Median,2023-07-20,,,Svobodní,6
STEM,2023-09-12,0.027999999999999997,,Svobodní,6
Median,2023-09-18,,,Svobodní,6
Kantar,2023-09-20,0.03,,Svobodní,6
Median,2023-10-17,,,Svobodní,6
Kantar,2023-10-25,,,Svobodní,6
STEM,2023-11-08,0.023,,Svobodní,6
Kantar,2023-11-22,0.02,,Svobodní,6
volby+STEM,2021-10-09,,,PRO,12
Kantar,2021-11-10,,,PRO,6
Kantar,2022-02-23,,,PRO,6
Kantar,2022-03-23,,,PRO,6
Kantar,2022-04-18,,,PRO,6
Median,2022-05-17,,,PRO,6
Kantar,2022-05-24,,,PRO,6
Median,2022-06-11,,,PRO,6
Median,2022-07-20,,,PRO,6
STEM,2022-08-07,,,PRO,6
Median,2022-08-16,,,PRO,6
Kantar,2022-08-24,,,PRO,6
STEM,2022-09-04,,,PRO,6
Median,2022-09-15,,,PRO,6
Kantar,2022-09-21,,,PRO,6
Median,2022-10-16,,,PRO,6
Kantar,2022-10-26,,,PRO,6
STEM,2022-12-02,,,PRO,6
Kantar,2023-02-22,,,PRO,6
Median,2023-02-23,,,PRO,6
Median,2023-03-18,,,PRO,6
Kantar,2023-03-28,0.03,,PRO,6
Median,2023-04-16,,,PRO,6
Kantar,2023-04-26,0.02,,PRO,6
Median,2023-05-17,,,PRO,6
STEM,2023-05-23,0.012,,PRO,6
Kantar,2023-05-24,0.02,,PRO,6
Median,2023-06-21,0.015,,PRO,6
Median,2023-07-20,0.015,,PRO,6
STEM,2023-09-12,0.012,,PRO,6
Median,2023-09-18,0.025,,PRO,6
Kantar,2023-09-20,0.03,,PRO,6
Median,2023-10-17,0.025,,PRO,6
Kantar,2023-10-25,0.02,,PRO,6
STEM,2023-11-08,0.019,,PRO,6
Kantar,2023-11-22,,,PRO,6
